place;phase;hackett_class;golvin_class;vasa_class;t_building;dinasty_gr;overall_max;overall_min;overall_m2;arena_max;arena_min;arena_m2;cavea_wide;cavea_height;cavea_m2;seat_est;mod_country;lat;long;elevation_m;bib
carthago;phs_ii;ap#6;#174;afrpro#06;amphitheater;2nd_century;156;128;15680;64.66;36.7;1860;46;;13820;44400;lybia;32.63234;14.309452;20;2013_bomgardner
leptis_magna;;ap#7;#24;afrpro#07;amphitheater;neronian;100;90;7068.58;;;2104.08;;;4964.5;15957;lybia;32.63234;14.309452;20;2019_hackett
leptis_magna;;ap#7;#24;afrpro#07;amphitheater;neronian;100;90;7069;57;47;2104;21.5;;4965;16000;lybia;32.63234;14.309452;20;2013_bomgardner
leptis_magna;;ap#7;#24;afrpro#07;amphitheater;neronian;;;;;;;;;;16000;lybia;32.63234;14.309452;20;2002_garrido
leptis_magna;;ap#7;#24;afrpro#07;amphitheater;neronian;109;99;;57;47;;;;6371;;lybia;32.63234;14.309452;20;2016_stelius
leptis_magna;;ap#7;#24;afrpro#07;amphitheater;neronian;121;111;;57.2;47.3;;;;;;lybia;32.63234;14.309452;20;2011_amphitheatrum_de
leptis_magna;;ap#7;#24;afrpro#07;amphitheater;neronian;121;111;;57;47;;;;;16000;lybia;32.63234;14.309452;20;2016_sfsheath_com
leptiminus;;ap#8;#114;afrpro#08;amphitheater;2nd_century;85.84;65.12;4390.29;;;1568.94;;;2821.35;9069;tunisia;35.678077;10.866282;10;2019_hackett
leptiminus;;ap#8;#114;afrpro#08;amphitheater;2nd_century;85.84;65.12;4390;56.24;35.52;1569;14.8;;2821;9100;tunisia;35.678077;10.866282;10;2013_bomgardner
leptiminus;;ap#8;#114;afrpro#08;amphitheater;2nd_century;81;62;;45;26;;;;;;tunisia;35.678077;10.866282;10;1993_golvin
leptiminus;;ap#8;#114;afrpro#08;amphitheater;2nd_century;85;63;;57;35;;;;2639;;tunisia;35.678077;10.866282;10;2016_stelius
leptiminus;;ap#8;#114;afrpro#08;amphitheater;2nd_century;81;62;;45;26;;;;;9000;tunisia;35.678077;10.866282;10;2016_sfsheath_com
mactaris;;ap#9;#119;afrpro#09;amphitheater;2nd_century;63.2;49.6;2462;38.4;24.8;747;12.4;;1714;5500;tunisia;35.8556279;9.2066727;911;2013_bomgardner
mactaris;;ap#9;#119;afrpro#09;amphitheater;2nd_century;62;49;;38;25;;;;;;tunisia;35.8556279;9.2066727;911;1993_golvin
mactaris;;ap#9;#119;afrpro#09;amphitheater;2nd_century;63.2;49.6;2462;;;747.95;;;1714.05;5509;tunisia;35.8556279;9.2066727;911;2019_hackett
mactaris;;ap#9;#119;afrpro#09;amphitheater;2nd_century;63;50;;38;25;;;;1728;;tunisia;35.8556279;9.2066727;911;2016_stelius
mactaris;;ap#9;#119;afrpro#09;amphitheater;2nd_century;62;49;;38;25;;;;;;tunisia;35.8556279;9.2066727;911;2011_amphitheatrum_de
mactaris;;ap#9;#119;afrpro#09;amphitheater;2nd_century;63.2;49.6;;38.4;24.8;;;;;5000;tunisia;35.8556279;9.2066727;911;2016_sfsheath_com
sabratha;;ap#10;#120;afrpro#10;amphitheater;2nd_century;115;99;8941.75;;;2501.49;;;6440.26;20701;lybia;32.803879;12.49404;11;2019_hackett
sabratha;;ap#10;#120;afrpro#10;amphitheater;2nd_century;104;90;7350;65;49;2500;20;;4850;15600;lybia;32.803879;12.49404;11;2013_bomgardner
sabratha;;ap#10;#120;afrpro#10;amphitheater;2nd_century;115;99;8942;65;49;2500;25;;6442;20700;lybia;32.803879;12.49404;11;2013_golvin
sabratha;;ap#10;#120;afrpro#10;amphitheater;2nd_century;115;99;;64;49;;;;6479;;lybia;32.803879;12.49404;11;2016_stelius
sabratha;;ap#10;#120;afrpro#10;amphitheater;2nd_century;115;99;;65;49;;;;;20700;lybia;32.803879;12.49404;11;2016_sfsheath_com
seressi;;ap#11;#66;afrpro#11;amphitheater;late_2nd;76;65.2;3892;51.5;40.7;1646;12.25;;2246;7200;tunisia;36.16351;9.775766;470;2013_bomgardner
seressi;;ap#11;#66;afrpro#11;amphitheater;late_2nd;69;54;2926;41;26;837;14;;2089;6700;tunisia;36.16351;9.775766;470;2013_golvin
seressi;;ap#11;#66;afrpro#11;amphitheater;late_2nd;76;65.2;3891.8;;;1646.23;;;2245.57;7218;tunisia;36.16351;9.775766;470;2019_hackett
seressi;;ap#11;#66;afrpro#11;amphitheater;late_2nd;76;65;;52;41;;;;2205;;tunisia;36.16351;9.775766;470;2016_stelius
seressi;;ap#11;#66;afrpro#11;amphitheater;late_2nd;76;65.2;;51.5;40.7;;;;;7200;tunisia;36.16351;9.775766;470;2016_sfsheath_com
sufetula;;ap#12;#113;afrpro#12;amphitheater;antonine;74;62;3600;48;38;1430;12;;2230;6500;tunisia;35.243617;9.114582;554;2013_bomgardner
sufetula;;ap#12;#113;afrpro#12;amphitheater;antonine;72;60;3400;47;37;1370;12;;2200;6500;tunisia;35.243617;9.114582;554;2013_bomgardner
sufetula;;ap#12;#113;afrpro#12;amphitheater;antonine;70;58;3200;46;36;1310;12;;2000;6500;tunisia;35.243617;9.114582;554;2013_bomgardner
sufetula;;ap#12;#113;afrpro#12;amphitheater;antonine;72;60;3392.92;;;1365.8;;;2027.12;6515;tunisia;35.243617;9.114582;554;2019_hackett
sufetula;;ap#12;#113;afrpro#12;amphitheater;antonine;71;59;;41;29;;;;2356;;tunisia;35.243617;9.114582;554;2016_stelius
sufetula;;ap#12;#113;afrpro#12;amphitheater;antonine;71;59;;41;29;;;;;;tunisia;35.243617;9.114582;554;2011_amphitheatrum_de
sufetula;;ap#12;#113;afrpro#12;amphitheater;antonine;72;60;;47;37;;;;;6500;tunisia;35.243617;9.114582;554;2016_sfsheath_com
thaenae;;ap#13;#71;afrpro#13;amphitheater;early_2nd;90;61;4310;62;33;1610;14;;2700;8700;tunisia;34.655481;10.673126;7;2013_bomgardner
thaenae;;ap#13;#71;afrpro#13;amphitheater;early_2nd;66;54;;42;30;;;;;;tunisia;34.655481;10.673126;7;2013_golvin
thaenae;;ap#13;#71;afrpro#13;amphitheater;early_2nd;90;61;4311.83;;;1606.92;;;2704.91;8694;tunisia;34.655481;10.673126;7;2019_hackett
thaenae;;ap#13;#71;afrpro#13;amphitheater;early_2nd;66;54;;42;30;;;;1810;;tunisia;34.655481;10.673126;7;2016_stelius
thaenae;;ap#13;#71;afrpro#13;amphitheater;early_2nd;90;61;;62;33;;;;;8700;tunisia;34.655481;10.673126;7;2016_sfsheath_com
thaenae;;ap#13;#71;afrpro#13;amphitheater;early_2nd;66;54;;42;30;;;;;;tunisia;34.655481;10.673126;7;2011_amphitheatrum_de
thapsus;;ap#14;#185;afrpro#14;amphitheater;2nd_century;80;58;;67;43;;;;;;tunisia;35.619149;11.042371;4;2011_amphitheatrum_de
thapsus;;ap#14;#185;afrpro#14;amphitheater;2nd_century;80;58;;67;43;;;;;4400;tunisia;35.619149;11.042371;4;2016_sfsheath_com
thapsus;;ap#14;#185;afrpro#14;amphitheater;2nd_century;73.2;61;3510;45.7;33.5;1200;13.75;;2310;7400;tunisia;35.619149;11.042371;4;2013_bomgardner
thapsus;;ap#14;#185;afrpro#14;amphitheater;2nd_century;80;58;3640;67;43;2262;;;1380;4400;tunisia;35.619149;11.042371;4;2013_golvin
thapsus;;ap#14;#185;afrpro#14;amphitheater;2nd_century;80;58;3644.24;;;2262.73;;;1381.51;4441;tunisia;35.619149;11.042371;4;2019_hackett
thapsus;;ap#14;#185;afrpro#14;amphitheater;2nd_century;80;;;67;43;;;;;;tunisia;35.619149;11.042371;4;2016_stelius
thibaris;;ap#17;#62;afrpro#17;amphitheater;2nd_century;61.2;51.5;;30.8;21;;;;;6300;tunisia;36.504836;9.083712;282;2016_sfsheath_com
thibaris;;ap#17;#62;afrpro#17;amphitheater;2nd_century;61.2;51.5;2475;30.8;21;508;15.2;;1967;6300;tunisia;36.504836;9.083712;282;2013_bomgardner
thibaris;;ap#17;#62;afrpro#17;amphitheater;2nd_century;61.2;51.5;2475.41;;;507.99;;;1967.42;6324;tunisia;36.504836;9.083712;282;2019_hackett
thibaris;;ap#17;#62;afrpro#17;amphitheater;2nd_century;61;52;;31;21;;;;1980;;tunisia;36.504836;9.083712;282;2016_stelius
thignica;;ap#18;#116;afrpro#18;amphitheater;early_2nd;65.5;52;2663;40.4;27.2;863;12.4;;1800;5800;tunisia;36.52782;9.361924;227;2013_bomgardner
thignica;;ap#18;#116;afrpro#18;amphitheater;early_2nd;56;46;2023;39;26.5;812;;;1210;3900;tunisia;36.52782;9.361924;227;2013_golvin
thignica;;ap#18;#116;afrpro#18;amphitheater;early_2nd;65.5;52;2662.81;;;863.05;;;1799.76;5785;tunisia;36.52782;9.361924;227;2019_hackett
thignica;;ap#18;#116;afrpro#18;amphitheater;early_2nd;65;52;;40;27;;;;1806;;tunisia;36.52782;9.361924;227;2016_stelius
thimisua;;ap#19;;afrpro#19;amphitheater;principate;54.7;39.8;1710;38.3;23.4;704;8.2;;1606;3200;tunisia;36.310778;9.31926;276;2013_bomgardner
thimisua;;ap#19;;afrpro#19;amphitheater;principate;54.7;39.8;1709.85;;;703.88;;;1005.97;3233;tunisia;36.310778;9.31926;276;2019_hackett
thimisua;;ap#19;;afrpro#19;amphitheater;principate;55;40;;38;23;;;;1041;;tunisia;36.310778;9.31926;276;2016_stelius
thimisua;;ap#19;;afrpro#19;amphitheater;principate;56;38;;38;22;;;;;3200;tunisia;36.310778;9.31926;276;2016_sfsheath_com
thuburbo_maius;;ap#20;#121;afrpro#20;amphitheater;2nd_century;73.6;61;3526;45.6;33;1182;14;;2344;7500;tunisia;36.827708;9.835436;43;2013_bomgardner
thuburbo_maius;;ap#20;#121;afrpro#20;amphitheater;2nd_century;77;62.5;3780;45;32.5;1149;11;;2631;8500;tunisia;36.827708;9.835436;43;2013_golvin
thuburbo_maius;;ap#20;#121;afrpro#20;amphitheater;2nd_century;77;62.5;;45;32.5;;;;;;tunisia;36.827708;9.835436;43;1993_golvin
thuburbo_maius;;ap#20;#121;afrpro#20;amphitheater;2nd_century;73.6;61;3526.12;;;1181.86;;;2344.26;7535;tunisia;36.827708;9.835436;43;2019_hackett
thuburbo_maius;;ap#20;#121;afrpro#20;amphitheater;2nd_century;74;61;;46;33;;;;2353;;tunisia;36.827708;9.835436;43;2016_stelius
thuburbo_maius;;ap#20;#121;afrpro#20;amphitheater;2nd_century;74;61;;46;33;;;;;7500;tunisia;36.827708;9.835436;43;2016_sfsheath_com
thysdrus_colosseum;;ap#21;#186;afrpro#21;amphitheater;post_severan;148;122;;;;;36;;;30000;tunisia;35.29639;10.706939;111;2002_garrido
thysdrus_colosseum;;ap#21;#186;afrpro#21;amphitheater;post_severan;148;122;;65;39;;;;;;tunisia;35.29639;10.706939;111;1981_benario
thysdrus_colosseum;;ap#21;#186;afrpro#21;amphitheater;post_severan;147.9;122.2;14195;64.5;38.8;1966;41.7;;12229;39300;tunisia;35.29639;10.706939;111;2013_bomgardner
thysdrus_colosseum;;ap#21;#186;afrpro#21;amphitheater;post_severan;147.9;122.2;14194.79;;;1965.53;;;12229.26;39308;tunisia;35.29639;10.706939;111;2019_hackett
thysdrus_colosseum;;ap#21;#186;afrpro#21;amphitheater;post_severan;148;122;;65;39;;;;12190;;tunisia;35.29639;10.706939;111;2016_stelius
thysdrus_colosseum;;ap#21;#186;afrpro#21;amphitheater;post_severan;149.9;122.2;;64.5;38.8;;;;;;tunisia;35.29639;10.706939;111;2011_amphitheatrum_de
thysdrus_colosseum;;ap#21;#186;afrpro#21;amphitheater;post_severan;148;122;;65;39;;;40;;35000;tunisia;35.29639;10.706939;111;2016_sfsheath_com
thysdrus_colosseum;;ap#21;#186;afrpro#21;amphitheater;post_severan;149;124;;65;;;;;;40000;tunisia;35.290106;10.707911;116;1981_honle
thysdrus_colosseum;;ap#21;#186;afrpro#21;amphitheater;post_severan;148.04;122;;64.9;38.86;;;;;;tunisia;35.290106;10.707911;116;1993_wilson
thysdrus_amphiminus;phs_i;ap#22;#25;afrpro#22;amphitheater;flavian;79;70;4343;49;40;1539;15;;2804;9000;tunisia;35.290106;10.707911;116;2013_bomgardner
thysdrus_amphiminus;phs_i;ap#22;#25;afrpro#22;amphitheater;flavian;79;70;4343.25;;;1539.38;;;2803.87;9013;tunisia;35.290106;10.707911;116;2019_hackett
thysdrus_amphiminus;phs_i;ap#22;#25;afrpro#22;amphitheater;flavian;64;55;;49;40;;;;1225;;tunisia;35.290106;10.707911;116;2016_stelius
thysdrus_amphiminus;phs_i;ap#22;#25;afrpro#22;amphitheater;flavian;92;72;;49;40;;;;;;tunisia;35.290106;10.707911;116;2011_amphitheatrum_de
thysdrus_amphiminus;phs_ii;ap#23;#112;afrpro#23;amphitheater;2nd_century;92;72;;60;40;;;;;;tunisia;35.290106;10.707911;116;2011_amphitheatrum_de
thysdrus_amphiminus;phs_ii;ap#23;#112;afrpro#23;amphitheater;2nd_century;92;72;;60;40;;;;;9000;tunisia;35.290106;10.707911;116;2016_sfsheath_com
thysdrus_amphiminus;phs_ii;ap#23;#112;afrpro#23;amphitheater;2nd_century;92;72;5202;60;40;1885;16;;3317;10700;tunisia;35.290106;10.707911;116;2013_bomgardner
thysdrus_amphiminus;phs_ii;ap#23;#112;afrpro#23;amphitheater;2nd_century;92;72;5202.47;;;1884.95;;;3317.52;10663;tunisia;35.290106;10.707911;116;2019_hackett
ulissipira;;ap#24;#70;afrpro#24;amphitheater;2nd_century;69;53;2872;48;32;1206;10.5;;1666;5400;tunisia;35.958583;10.441193;21;2013_bomgardner
ulissipira;;ap#24;#70;afrpro#24;amphitheater;2nd_century;69;53;2872.2;;;1206.37;;;1665.83;5354;tunisia;35.958583;10.441193;21;2019_hackett
ulissipira;;ap#24;#70;afrpro#24;amphitheater;2nd_century;60;50;;45;35;;;;1119;;tunisia;35.958583;10.441193;21;2016_stelius
ulissipira;;ap#24;#70;afrpro#24;amphitheater;2nd_century;69;53;;48;32;;;;;5400;tunisia;35.958583;10.441193;21;2016_sfsheath_com
uthina;;ap#25;#115;afrpro#25;amphitheater;early_2nd;96;81;6107;52.5;37.5;1546;21.75;;4561;17400;tunisia;36.608597;10.169215;112;2013_bomgardner
uthina;;ap#25;#115;afrpro#25;amphitheater;early_2nd;96;81;;50;35;;;;;;tunisia;36.608597;10.169215;112;1993_golvin
uthina;;ap#25;#115;afrpro#25;amphitheater;early_2nd;96;81;6107.25;;;1546.25;;;4561;14660;tunisia;36.608597;10.169215;112;2019_hackett
uthina;;ap#25;#115;afrpro#25;amphitheater;early_2nd;96;81;;53;38;;;;4525;;tunisia;36.608597;10.169215;112;2016_stelius
uthina;;ap#25;#115;afrpro#25;amphitheater;early_2nd;96;81;;52.5;37.5;;;;;11832;tunisia;36.608597;10.169215;112;2016_sfsheath_com
utica;;ap#26;#61;afrpro#26;amphitheater;hadrianic;118;98;;80;60;;;;;17100;tunisia;37.052472;10.057188;29;2016_sfsheath_com
utica;;ap#26;#61;afrpro#26;amphitheater;hadrianic;118;98;;50;30;;;;;;tunisia;37.052472;10.057188;29;2011_amphitheatrum_de
utica;;ap#26;#61;afrpro#26;amphitheater;hadrianic;118;98;9082;80;60;3770;19;;5312;17100;tunisia;37.052472;10.057188;29;2013_bomgardner
utica;;ap#26;#61;afrpro#26;amphitheater;hadrianic;118;98;9082.34;;;3769.91;;;5312.43;17076;tunisia;37.052472;10.057188;29;2019_hackett
carpis;;;#65;afrpro#4;amphitheater;principate;;;;;;;;;;;tunisia;36.760727;10.557673;29;2016_stelius
pupput;;;#298;afrpro#15;amphitheater;principate;;;;45;36;1272;;;;;tunisia;36.3929;10.5626;4;2013_bomgardner
pupput;;;#298;afrpro#15;amphitheater;principate;;;;45;36;;;;;;tunisia;36.3929;10.5626;4;2013_bomgardner
thuburbo_minus;;;#69;afrpro#16;amphitheater;2nd_century;;;;48;36;;;;;;tunisia;36.398153;9.905668;201;2016_stelius
gemellae;;num#1;#44;afrpro#17;amphitheater;hadrianic;84;64;4222.3;;;2940.53;;;1281.77;4120;algeria;34.636598;5.522904;82;2019_hackett
gemellae;;num#1;#44;afrpro#17;amphitheater;hadrianic;72;52;2941;52;32;1307;10;;1634;3100;algeria;34.636598;5.522904;82;2013_bomgardner
gemellae;;num#1;#44;afrpro#17;amphitheater;hadrianic;72;52;;52;32;;;;1634;;algeria;34.636598;5.522904;82;2016_stelius
gemellae;;num#1;#44;afrpro#17;amphitheater;hadrianic;84;64;;52;32;;16;;;;algeria;34.636598;5.522904;82;2011_amphitheatrum
gemellae;;num#1;#44;afrpro#17;amphitheater;hadrianic;72;52;;52;32;;;;;3204;algeria;34.636598;5.522904;82;2016_sfsheath_com
uppenna;;;;afrpro#18;amphitheater;principate;;;;;;;;;;;;36.165833;10.416944;8;2016_stelius
