place;phase;hackett_class;golvin_class;vasa_class;t_building;dinasty_gr;overall_max;overall_min;overall_m2;arena_max;arena_min;arena_m2;cavea_wide;cavea_height;cavea_m2;seat_est;mod_country;lat;long;elevation_m;bib
mediolanum_santonum;;ga#12;#100;galaqu#12;gallo_roman;claudian;126.4;101.6;10086.27;;;2007.35;;;8078.92;25968;france;45.7453926;-0.6433512;12;2019_hackett
mediolanum_santonum;;ga#12;#100;galaqu#12;gallo_roman;claudian;126;102;;65;39;;;;8103;;france;45.7453926;-0.6433512;12;2016_stelius
mediolanum_santonum;;ga#12;#100;galaqu#12;gallo_roman;claudian;126.4;101.6;;65.2;39.2;;;;;20197;france;45.7453926;-0.6433512;12;2016_sfsheath_com
mediolanum_santonum;;ga#12;#100;galaqu#12;gallo_roman;claudian;126;102;;65.5;39;;;;;15000;france;45.7453926;-0.6433512;12;2020_wikipedia_fr
mediolanum_santonum;;ga#12;#100;galaqu#12;gallo_roman;claudian;126.4;101.6;;65.2;39.2;;;;;;france;45.7453926;-0.6433512;12;1993_wilson
sanctius;;ga#13;;galaqu#13;gallo_roman;late_1st;;;4589.15;;;1109.15;;;3480;11186;france;46.494893;-0.022125;125;2019_hackett
segodunum;;ga#14;#22;galaqu#14;gallo_roman;julio_claudian;110;97;8380.19;;;961.52;;;7418.67;23846;france;44.353698;2.571162;603;2019_hackett
segodunum;;ga#14;#22;galaqu#14;gallo_roman;julio_claudian;110;97;;42;30;;;;7391;;france;44.353698;2.571162;603;2016_stelius
segodunum;;ga#14;#22;galaqu#14;gallo_roman;julio_claudian;;;;;;;;;;15000;france;44.353698;2.571162;603;2016_sfsheath_com
segodunum;;ga#14;#22;galaqu#14;gallo_roman;julio_claudian;110;97;;41.5;29.5;;;;;10000;france;44.353698;2.571162;603;2020_aveyron_fr
stgeorges_bois;;ga#15;;galaqu#15;galo_roman;1st_century;75;55;3239.76;;;;;;;;france;;;;2019_hackett
stgeorges_bois;;ga#15;;galaqu#15;galo_roman;1st_century;75;55;;;;;;;;;france;;;;2016_stelius
stgeorges_bois;;ga#15;;galaqu#15;galo_roman;1st_century;65;50;;54;30;;;;;;france;;;;2020_mediolanum_santonum_fr
vesunna_petrucoriorum;;ga#16;;galaqu#16;amphitheater;tiberian;129;105.4;10678.74;;;2113.5;;;8565.24;27531;france;45.18274;0.713249;94;2019_hackett
vesunna_petrucoriorum;;ga#16;;galaqu#16;amphitheater;tiberian;129;105;;65;41;;;;8545;;france;45.18274;0.713249;94;2016_stelius
vesunna_petrucoriorum;;ga#16;;galaqu#16;amphitheater;tiberian;131;113;;;;;;;;;france;45.18274;0.713249;94;2016_sfsheath_com
vesunna_petrucoriorum;;ga#16;;galaqu#16;amphitheater;tiberian;129;105.4;;65;41;;;;;;france;45.18274;0.713249;94;2011_amphitheatrum_de
vesunna_petrucoriorum;;ga#16;;galaqu#16;amphitheater;tiberian;141.4;118.2;;;;;;;;18000;france;45.18274;0.713249;94;2020_wikipedia_fr
divona_cadurcorum;;;;galaqu#17;gallo_roman;julio_claudian;120;90;;;;;;;;;france;44.445278;1.440556;118;2009_rigal
divona_cadurcorum;;;;galaqu#17;gallo_roman;julio_claudian;120;90;;;;;;;;;france;44.445278;1.440556;118;2016_stelius
